"Work","Expression","Manifestation","Title","Lang","Author"
"W718","E707","M1002","Hermenigildus den oudtsten sone vanden coninck Lev","Dutch","Jesuits of Aalst"
"W719","E708","M1003","Jephte","Latin","Augustinians of Gent"
"W720","E709","M1004","Saul","Latin","Jesuits of Brussel"
"W721","E710","M1005","Thestylis levende ende stervende uyt liefde tot de","Dutch","Jesuits of Brugge"
"W722","E711","M1006","Waerachtighe liefde","Dutch","Jesuits of Aalst"
"W723","E714","M1009","Baltassar koninck van Babylonien","Dutch","Jesuits of Ieper"
"W723","E714","M1009","Balthasar roy de Babylone","French","Jesuits of Ieper"
"W724","E715","M1010","Jepthe","Dutch","Jesuits of Aalst"
"W725","E716","M1011","Siet voor eerst wie ghy betrouwt. Op dat op t’lest","Dutch","Jesuits of Aalst"
"W726","E717","M1012","Simon et Mattheús Titi japonis filii","Latin","Jesuits of Gent"
"W727","E718","M1013","Abraham le pacifique","French","Jesuits of Cassel"
"W727","E718","M1013","Den vreedsamighen Abraham","Dutch","Jesuits of Cassel"
"W728","E720","M1016","Adonibezec","Dutch","Jesuits of Brugge"
"W729","E721","M1017","Als niet compt tot iedt [...] In den hooghveirdigh","Dutch","Jesuits of Aalst"
"W730","E722","M1018","Cyri in Armenium clementia","Latin","Jesuits of Brussel"
"W731","E723","M1019","Paulus Kien","Latin","Jesuits of Mechelen"
"W732","E724","M1021","Romulus et Remus","Latin","Jesuits of Antwerpen"
"W733","E725","M1022","Triumphe van het H. Cruys ons Heere Jesu Christi","Dutch","Augustinians"
"W734","E726","M1023","Wambanus","Latin","Jesuits of Gent"
"W735","E728","M1025","Amantes commilitones","Latin","Jesuits of Antwerpen"
"W736","E729","M1026","Asmundus et Asuitus","Latin","Jesuits of Mechelen"
"W737","E730","M1027","Bekeeringe van Theodorús den jonghelinck","Dutch","Jesuits of Aalst"
"W738","E731","M1028","Den Heylighen Joannes Baptista","Dutch","Jesuits of Gent"
"W739","E732","M1029","Lucius Cinna","Dutch","Jesuits of Aalst"
"W740","E733","M1030","Saul","Dutch","Jesuits of Aalst"
"W741","E734","M1031","Severus","Latin","Jesuits of Antwerpen"
"W742","E735","M1032","Subacta impietas sive Clodoaldus","Latin","Augustinians of Antwerpen"
"W743","E736","M1033","Judith Judaicae libertatis vindex","Latin","Jesuits of Gent"
"W744","E737","M1034","Abraham","Latin","Jesuits of Gent"
"W745","E738","M1035","Chosroes","Latin","Jesuits of Antwerpen"
"W746","E739","M1036","De jonckheyt van s'werelds ydelheyt","Dutch","Jesuits of Brussel"
"W747","E740","M1037","De stantvastigheydt in het Christen gheloof van Ma","Dutch","Jesuits of Aalst"
"W748","E741","M1038","Divina providentia","Latin","Jesuits of Gent"
"W749","E743","M1040","Fidei","Latin","Jesuits of Gent"
"W750","E744","M1041","Hecuba","Dutch","Jesuits of Aalst"
"W751","E745","M1042","Thyestes","Dutch","Jesuits of Aalst"
"W752","E746","M1043","Jovianus post Julianum Romanorum imperator","Latin","Jesuits of Gent"
"W753","E747","M1044","Ingratitudo hominis redempti per Elenahan in Belis","Latin","Augustinians of Antwerpen"
"W754","E748","M1045","Judith","Latin","Jesuits of Mechelen"
"W755","E749","M1046","Lycaster","Latin","Augustinians of Antwerpen"
"W756","E750","M1047","Prudentia carnis","Latin","Oratorians of Mechelen"
"W757","E751","M1048","Ballio","Latin","Augustinians of Antwerpen"
"W758","E752","M1049","Mancipium fidele, sive Mahomet paricidam Brahim pu","Latin","Augustinians of Antwerpen"
"W759","E753","M1051","Octavianus Augustus","Latin","Augustinians of Gent"
"W760","E754","M1053","Ninive","Dutch","Oratorians of Mechelen"
"W761","E755","M1054","Acolin et Rubaea","Latin","Augustinians of Antwerpen"
"W762","E756","M1055","Adiatorix","Latin","Jesuits of Gent"
"W763","E757","M1056","Heterobulus","Latin","Augustinians of Antwerpen"
"W764","E758","M1057","Joas","Dutch","Jesuits of Mechelen"
"W765","E759","M1058","Aristobulus et Antigonus","Latin","Jesuits of Gent"
"W766","E760","M1059","Curae regum","Latin","Augustinians of Gent"
"W767","E761","M1060","Eustachius","Latin","Jesuits of Brussel"
"W768","E762","M1061","Omsichtigheydt der Coninghen, ofte Horatii ende Cu","Dutch","Augustinians of Gent"
"W769","E763","M1062","Perfidia sibi vindex seu Julianus Comes","Latin","Augustinians of Gent"
"W770","E765","M1064","Adiatorix","Dutch","Jesuits of Ieper"
"W770","E765","M1064","Adiatorix","French","Jesuits of Ieper"
"W771","E766","M1065","Den ghesonden siecken","Dutch","Jesuits of Ieper"
"W771","E766","M1065","Le malade imaginaire","French","Jesuits of Ieper"
"W772","E767","M1066","Adiatorix","Latin","Jesuits of Antwerpen"
"W773","E768","M1067","Everwachus","Latin","Jesuits of Antwerpen"
"W774","E769","M1068","Filius prodigus","Latin","Jesuits of Antwerpen"
"W775","E772","M1071","Ingratitudo per Elenahan","Latin","Augustinians of Gent"
"W776","E773","M1073","Miles gloriosus variè illusus","Latin","Jesuits of Antwerpen"
"W777","E774","M1074","Ondancbaerheyt van Elenahan","Dutch","Augustinians of Gent"
"W778","E775","M1076","Triumphus Ecclesiae","Latin","Oratorians of Mechelen"
"W779","E776","M1077","Amor in odia sive Menalippa","Latin","Augustinians of Gent"
"W780","E777","M1078","Blasphemia damnata sive Leontinus","Latin","Augustinians of Antwerpen"
"W781","E778","M1079","Chaerea","Latin","Jesuits of Antwerpen"
"W782","E779","M1081","Joseph fratres agnoscens","Latin","Jesuits of Antwerpen"
"W783","E780","M1082","Mopsus Jupiter imaginarius","Latin","Augustinians of Antwerpen"
"W784","E781","M1083","Nabuchodonosor rex Babylonis","Latin","Augustinians of Antwerpen"
"W785","E782","M1084","S. Petrus vinculis solutus","Latin","Jesuits of Brussel"
"W786","E783","M1085","Joseph agnitus","Latin","Jesuits of Brussel"
"W787","E784","M1086","La terre abandonnée et visitée de nouveau par la p","French","Jesuits of Halle"
"W788","E785","M1087","Poena talionis in Polyphonte Messeniorum rege","Latin","Jesuits of Antwerpen"
"W789","E786","M1088","S. Joannes Gualbertus","Latin","Jesuits of Brussel"
"W790","E787","M1089","Wambani de Ervigio vindicta christiana","Latin","Jesuits of Antwerpen"
"W791","E788","M1090","Semiramis","Dutch","Augustinians of Gent"
"W791","E788","M1090","Semiramis","Latin","Augustinians of Gent"
"W792","E789","M1092","Pastor bonus","Latin","Jesuits of Mechelen"
"W793","E790","M1093","Sennacherib","Dutch","Jesuits of Ieper"
"W794","E791","M1094","Srobulus","Latin","Augustinians of Antwerpen"
"W795","E792","M1095","Supernae gratiae","Latin","Augustinians of Antwerpen"
"W796","E793","M1097","Agathocles et Amyntas","Latin","Jesuits of Brugge"
"W797","E794","M1098","Amor Filii Dei in genus humanum","Latin","Jesuits of Antwerpen"
"W798","E795","M1100","Cultus deiparae","Latin","Jesuits of Antwerpen"
"W799","E796","M1101","Heliodorus","Latin","Jesuits of Mechelen"
"W800","E797","M1102","Impii facinoris vindex victoriosus Carolus V","Latin","Augustinians of Antwerpen"
"W801","E798","M1103","Ismael","Latin","Jesuits of Brussel"
"W802","E799","M1104","Pseudo-Alexander","Latin","Jesuits of Antwerpen"
"W803","E800","M1105","Salomonis et Adoniae reconciliato","Latin","Jesuits of Antwerpen"
"W804","E801","M1106","Sergius Paulus","Latin","Jesuits of Mechelen"
"W805","E802","M1107","Servus nequam","Latin","Jesuits of Antwerpen"
"W806","E803","M1108","Solymannus","Latin","Jesuits of Antwerpen"
"W807","E804","M1109","Tyndarus","Latin","Augustinians of Antwerpen"
"W808","E805","M1110","Aeternus Pater in Jephte","Latin","Oratorians of Mechelen"
"W809","E806","M1111","Adonias et Salomon","Latin","Oratorians of Mechelen"
"W810","E807","M1112","Onderghebrachte Goddeloosheyt ofte Clodoaldus beke","Dutch","Augustinians of Gent"
"W810","E807","M1112","Subacta impietas, sive Clodoaldus","Latin","Augustinians of Gent"
"W811","E808","M1113","Avaritia","Latin","Augustinians of Gent"
"W812","E809","M1114","Het hooveerdigh huys van Tarquinius moordaedigh en","Dutch","Augustinians of Dendermonde"
"W813","E810","M1115","Illustrissimo ac reverendissimo domino d. Henrico ","Latin","Jesuits of Mechelen"
"W814","E811","M1116","Jonathas","Latin","Augustinians of Antwerpen"
"W815","E812","M1118","Ludovicus","Dutch","Jesuits of Ieper"
"W816","E813","M1119","Philopompus","Latin","Augustinians of Antwerpen"
"W817","E814","M1120","Spectaculum vindictae","Latin","Augustinians of Gent"
"W818","E815","M1121","Triumphus SS. Crucis","Latin","Augustinians of Antwerpen"
"W819","E816","M1122","Zelus Joiadae","Latin","Augustinians of Antwerpen"
"W820","E817","M1123","Destructio Jerosolymitana sub Sedecia","Latin","Oratorians of Mechelen"
"W821","E818","M1124","Helus","Latin","Joannes-Baptista Holvoet"
"W822","E819","M1125","Sigericus","Dutch","Jesuits of Bergues"
"W822","E819","M1125","Sigericus","French","Jesuits of Bergues"
"W823","E820","M1126","Accianus","Latin","Franciscus Noël"
"W824","E821","M1127","Allegoriae","Latin","Franciscus Noël"
"W825","E822","M1128","Amor","Latin","Franciscus Noël"
"W826","E823","M1129","Arimandus","Latin","Jesuits of Ieper"
"W827","E824","M1130","Caecus videns","Latin","Franciscus Noël"
"W828","E825","M1131","Demipho","Latin","Jesuits of Mechelen"
"W829","E826","M1132","Eugenius triumphans","Latin","Augustinians of Gent"
"W830","E827","M1133","Gamostelus","Latin","Jesuits of Mechelen"
"W831","E828","M1134","Henricus Sueciae, Norvegiae, Daniae rex","Latin","Franciscus Noël"
"W832","E829","M1135","Herodes","Latin","Franciscus Noël"
"W833","E830","M1136","Hyrcanus","Latin","Jesuits of Mechelen"
"W834","E831","M1137","Jephte","Latin","Jesuits of Brussel"
"W835","E832","M1138","Jesus laesus","Latin","Franciscus Noël"
"W836","E833","M1139","La clemence de Cyrus","French","Jesuits of Lille"
"W837","E834","M1140","Lucifer","Latin","Franciscus Noël"
"W838","E835","M1141","Lucta","Latin","Augustinians of Antwerpen"
"W839","E836","M1142","Philotas sive perfidia punita","Latin","Franciscus Noël"
"W839","E836","M1142","Philotas sive perfidia punita","Latin","Jesuits"
"W840","E837","M1143","Tiridate","French","Jesuits of Lille"
"W841","E838","M1144","Adam et Eva","Latin","Jesuits of Brussel"
"W842","E839","M1145","Themistocles","Latin","Jesuits of Antwerpen"
"W843","E840","M1146","Alexandre et Aristobule","French","Jesuits of Mons"
"W844","E841","M1147","Ambitio punita","Latin","Augustinians of Antwerpen"
"W845","E842","M1148","Amor, sive Dei Filius rursus a peccatoribus crucif","Latin","Jesuits of Gent"
"W846","E844","M1150","Bamba Hispaniae rex","Latin","Jesuits of Gent"
"W847","E845","M1151","Euclio comoedia","Latin","Jesuits of Brussel"
"W848","E846","M1153","Nil nisi principium belli","Latin","Augustinians of Gent"
"W849","E847","M1154","Potitus","Latin","Jesuits of Brussel"
"W850","E848","M1155","Siu vis ludere","Latin","Augustinians of Antwerpen"
"W851","E849","M1156","Theozyta","Latin","Jesuits of Ieper"
"W852","E850","M1157","Aristobulus","Latin","Jesuits of Antwerpen"
"W853","E851","M1159","Chrisocancrio","Latin","Augustinians of Antwerpen"
"W854","E852","M1160","Cyrus coningh der Persianen overwonnen door Tomeri","Dutch","Augustinians of Gent"
"W855","E853","M1161","Cyrus Persarum rex a Tomeri Schytiae regina supera","Latin","Augustinians of Gent"
"W856","E854","M1163","Innocentia a Daniele defensa","Latin","Jesuits of Mechelen"
"W857","E855","M1164","Landelinus","Latin","Jesuits of Brugge"
"W858","E856","M1165","Rebellio punita","Latin","Augustinians of Antwerpen"
"W859","E857","M1166","Sub impio Turcarum imperatore Frechreddi","Latin","Augustinians of Antwerpen"
"W860","E858","M1167","Tarachus","Latin","Jesuits of Mechelen"
"W861","E859","M1168","Ulferus","Latin","Augustinians of Antwerpen"
"W862","E860","M1169","Vindictae furor","Latin","Augustinians of Antwerpen"
"W863","E861","M1170","Daniel in lacu leonum","Latin","Augustinians of Gent"
"W864","E862","M1171","Alexander en Mathildis","Dutch","Jesuits of Mechelen"
"W865","E863","M1172","Craesus Lydorum rex","Latin","Jesuits of Ieper"
"W866","E864","M1173","Fides Christiana","Latin","Augustinians of Antwerpen"
"W867","E865","M1174","Henricus Daniae, Sueciae, et Norvegiae rex","Latin","Jesuits of Ieper"
"W868","E866","M1175","Justinus","Latin","Jesuits of Kortrijk"
"W869","E867","M1176","Qui spernit homines","Latin","Augustinians of Antwerpen"
"W870","E868","M1177","Servus malus","Latin","Jesuits of Antwerpen"
"W871","E869","M1178","Veranderinge van het menschelyck lot, ofte Origeno","Dutch","Augustinians of Gent"
"W872","E870","M1179","Absalom","Dutch","Oratorians of Mechelen"
"W873","E871","M1180","Theresia Begheirigh tot de Martelie","Dutch","Jesuits of Bailleul"
"W874","E872","M1181","Manasse","French","Jesuits of Cassel"
"W874","E872","M1181","Manasses","Dutch","Jesuits of Cassel"
"W875","E873","M1183","Crebrò larva nocet","Latin","Augustinians of Antwerpen"
"W876","E874","M1184","Crudelitas punita","Latin","Augustinians of Antwerpen"
"W877","E875","M1185","Henricus Koninck van Denemarcken Noortwegen ende S","Dutch","Jesuits of Bailleul"
"W878","E876","M1186","Hermenegildus","Dutch","Jesuits of Brugge"
"W879","E877","M1187","Horatius","Latin","Jesuits of Cassel"
"W880","E878","M1188","Inexpectatus","Latin","Jesuits of Brugge"
"W881","E880","M1190","Judas-Machabée","French","Jesuits of Lille"
"W882","E881","M1191","Julstus et Pastor","Latin","Jesuits of Antwerpen"
"W883","E882","M1192","Lapsus angelorum","Latin","Jesuits of Ieper"
"W884","E883","M1193","Mundi diluvium","Latin","Jesuits of Ieper"
"W885","E884","M1194","Pastor bonus","Latin","Jesuits of Brussel"
"W886","E885","M1195","S. Sigismundus Burgundiae Rex","Latin","Jesuits of Ieper"
"W887","E886","M1197","Sanctus Hermengildus","Latin","Augustinians of Antwerpen"
"W888","E887","M1198","Sisaras","Dutch","Jesuits of Oudenaarde"
"W889","E888","M1200","Thebais","Latin","Jesuits of Ieper"
"W890","E889","M1201","Theodorus de wereldt versmaedende","Dutch","Jesuits of Bergues"
"W891","E890","M1202","Usumcassanus Persarum rex","Latin","Jesuits of Ieper"
"W892","E891","M1203","Amasias","Latin","Jesuits of Mechelen"
"W893","E892","M1204","Achan","Dutch","Jesuits of Bailleul"
"W894","E893","M1205","Aegyptus conservata procurante Joseph","Latin","Augustinians of Gent"
"W895","E894","M1206","Agar","Latin","Jesuits of Ieper"
"W896","E895","M1207","Arlequinus Cartouche","Latin","Augustinians of Antwerpen"
"W897","E896","M1208","Athanasius inter varias calamitates","Latin","Augustinians of Gent"
"W898","E897","M1209","Athanasius tusschen de verscheyde ellenden","Dutch","Augustinians of Gent"
"W899","E898","M1210","Athenais per Theodosium assumpta","Latin","Augustinians of Antwerpen"
"W900","E899","M1211","Christiana Ansolonii in hostem pietas","Latin","Jesuits of Brussel"
"W901","E900","M1212","Chrysomisus","Latin","Jesuits of Brussel"
"W902","E901","M1213","Clodovaeus coninck van Vranckryck","Dutch","Jesuits of Bailleul"
"W903","E902","M1214","Cosmophila","Dutch","Jesuits of Ieper"
"W904","E903","M1215","Crudelitas sive peria","Latin","Augustinians of Antwerpen"
"W905","E904","M1216","Daniel","Latin","Jesuits of Gent"
"W906","E905","M1217","Die wilt te wys syn, en is bot; Die wort van ider ","Dutch","Jesuits of Bailleul"
"W907","E906","M1218","Duo Vexilla unum Christi alterum Luciferi","Latin","Jesuits of Brugge"
"W908","E908","M1220","Eutropius","Dutch","Jesuits of Bergues"
"W909","E909","M1221","Farrarius","Latin","Augustinians of Antwerpen"
"W910","E910","M1222","Fremundus","Latin","Jesuits of Ieper"
"W911","E911","M1223","Hermenegildus","Latin","Jesuits of Ieper"
"W912","E912","M1224","Ignotos caveas","Latin","Augustinians of Antwerpen"
"W913","E913","M1225","Ingratitudo filialis","Latin","Augustinians of Antwerpen"
"W914","E914","M1226","Ingratitudo in parentes","Latin","Augustinians of Antwerpen"
"W915","E915","M1227","Jacobi et Francisci in Jesulum pietas, in pios fra","Latin","Jesuits of Mechelen"
"W916","E916","M1229","Liefde overwinnende den haet ofte Basilius overwon","Dutch","Augustinians of Dendermonde"
"W917","E917","M1230","Mauritius Orientis imperator","Latin","Jesuits of Ieper"
"W918","E918","M1231","Numitor et Amulius","Latin","Jesuits of Ieper"
"W919","E919","M1232","Palimbius verweckt van de doodt","Dutch","Jesuits of Bergues"
"W920","E920","M1233","Pseudo-Balduinus","Latin","Augustinians of Antwerpen"
"W921","E921","M1234","Quo semel est imbuta recens servabit odorem testa ","Latin","Augustinians of Antwerpen"
"W922","E922","M1235","Sequitur superbos","Latin","Augustinians of Antwerpen"
"W923","E923","M1236","Vivitur ex rapto","Latin","Augustinians of Antwerpen"
"W924","E924","M1237","Den Heyligen Ludovicus","Dutch","Jesuits of Bailleul"
"W924","E924","M1237","Saint Louis","French","Jesuits of Bailleul"
"W925","E926","M1239","Aepytus","Latin","Jesuits of Gent"
"W926","E927","M1240","Avariria sive Avarbolus","Latin","Augustinians of Antwerpen"
"W927","E928","M1241","Balthassar","Latin","Jesuits of Antwerpen"
"W928","E929","M1242","Battus","Latin","Jesuits of Brugge"
"W929","E930","M1243","Constantia","Latin","Jesuits of Ieper"
"W930","E931","M1244","Cyrus","Latin","Jesuits of Antwerpen"
"W931","E932","M1245","Divinus martyr Canutus","Latin","Augustinians of Antwerpen"
"W932","E933","M1246","Ducitur astutiis","Latin","Augustinians of Antwerpen"
"W933","E934","M1247","Furius","Latin","Augustinians of Antwerpen"
"W934","E935","M1248","Joseph","Dutch","Jesuits of Aalst"
"W936","E937","M1251","Landelinus","Latin","Jesuits of Ieper"
"W937","E938","M1252","Martyrium sive Procopius","Latin","Augustinians of Antwerpen"
"W938","E939","M1253","Ontrauwige arglistigheyt verandert in zegenpralend","Dutch","Augustinians of Gent"
"W940","E941","M1255","Qui stultè pergit","Latin","Augustinians of Antwerpen"
"W942","E943","M1257","Revolutio imperii Sinarum ad Tartoros facta circa ","Latin","Oratorians of Ronse"
"W943","E944","M1258","Rustico-nobilis","Latin","Jesuits of Antwerpen"
"W944","E945","M1259","Samuel","Latin","Jesuits of Antwerpen"
"W945","E946","M1260","Samuel puer","Latin","Jesuits of Mechelen"
"W946","E947","M1261","Sapiens et fatuus","Latin","Jesuits of Antwerpen"
"W947","E948","M1263","Stratagema perfidiae","Latin","Augustinians of Gent"
"W948","E949","M1265","Superbia vindicata sive Ugolinus","Latin","Augustinians of Antwerpen"
"W949","E950","M1266","Vis invidiae sive Belisarius","Latin","Augustinians of Antwerpen"
"W950","E951","M1267","Judocus","Dutch","Augustinians of Gent"
"W950","E951","M1267","Judocus","Latin","Augustinians of Gent"
"W951","E952","M1268","Christelijke standvastigheid in Nabor en Felix","Dutch","Augustinians of Gent"
"W951","E952","M1268","Constantia christiana in Nabore, et Felice","Latin","Augustinians of Gent"
"W952","E953","M1269","Joannes Aratus","Dutch","Augustinians of Gent"
"W952","E953","M1269","Joannes Aratus","Latin","Augustinians of Gent"
"W953","E954","M1270","Achior dux Ammonitarum","Latin","Jesuits of Ieper"
"W954","E955","M1271","Adam et Eva","Latin","Jesuits of Ieper"
"W955","E956","M1272","Alexander Magnus","Latin","Augustinians of Antwerpen"
"W956","E957","M1273","Bacchus imaginarius ad saniorem mentem reducitur","Latin","Jesuits of Ieper"
"W957","E958","M1274","Ballio nanus","Latin","Augustinians of Antwerpen"
"W958","E959","M1275","Benedictus","Dutch","Jesuits of Bergues"
"W959","E960","M1276","Caecus a nativitate","Latin","Jesuits of Brugge"
"W960","E961","M1277","Chremes filium suum Chaeream philosophiae animum c","Latin","Jesuits of Gent"
"W961","E962","M1278","Crudelis ultio","Latin","Augustinians of Antwerpen"
"W962","E963","M1281","Diversis mediis","Latin","Augustinians of Antwerpen"
"W963","E964","M1282","Dolus a Phenenna, ab almigerino punitas","Latin","Augustinians of Antwerpen"
"W964","E965","M1283","Faeminum pectus","Latin","Augustinians of Antwerpen"
"W965","E966","M1284","Hermannus","Dutch","Jesuits of Bergues"
"W966","E967","M1286","Innocentia beatissimae virginis ope triumphans","Latin","Jesuits of Brugge"
"W967","E968","M1287","Invidiae ultor","Latin","Augustinians of Antwerpen"
"W968","E969","M1288","Jacob et Esau","Latin","Jesuits of Ieper"
"W969","E970","M1289","Joseph door syne broeders vercoght aen d’Ismaëlite","Dutch","Jesuits of Bailleul"
"W970","E971","M1290","Joseph per invidiam","Latin","Augustinians of Antwerpen"
"W971","E972","M1291","Le malade imaginaire comedie","French","Jesuits of Brussel"
"W972","E973","M1292","Manlius Torquatus","Latin","Jesuits of Brugge"
"W973","E974","M1293","Midas","Latin","Jesuits of Brugge"
"W974","E975","M1294","Mortuus imaginarius","Latin","Jesuits of Mechelen"
"W975","E976","M1295","Pamphilus ut sapiat","Latin","Augustinians of Antwerpen"
"W976","E977","M1296","Perfidus Ibrahim et fidelis Mahomet","Latin","Augustinians of Gent"
"W977","E978","M1298","Salomona","Dutch","Jesuits of Bailleul"
"W978","E979","M1300","Samuel","Latin","Jesuits of Ieper"
"W979","E980","M1301","Sit quisque semper","Latin","Augustinians of Antwerpen"
"W980","E981","M1302","Sydrach, Misach, et Abdenago","Latin","Jesuits of Kortrijk"
"W981","E982","M1303","Themistocles","Latin","Jesuits of Kortrijk"
"W982","E983","M1305","Vader die uw Kind bemint","Dutch","Jesuits of Brugge"
"W983","E984","M1306","Viribus enervis variè ridetur imago","Latin","Augustinians of Antwerpen"
"W984","E985","M1307","Themistocles","Dutch","Jesuits of Bailleul"
"W985","E986","M1308","[Christelijke standvastigheid]","Dutch","Augustinians of Gent"
"W986","E987","M1309","Babylas","Dutch","Augustinians of Gent"
"W986","E987","M1309","Constantia christiana sive Babylas","Latin","Augustinians of Gent"
"W987","E988","M1310","Nasutus sis usque licet","Latin","Augustinians of Gent"
"W987","E988","M1310","Oft dat ghy zyt geneust","Dutch","Augustinians of Gent"
"W988","E989","M1311","Justinianus","Dutch","Augustinians of Gent"
"W988","E989","M1311","Justinianus","Latin","Augustinians of Gent"
"W989","E990","M1312","Sigismundus","Dutch","Augustinians of Gent"
"W989","E990","M1312","Sigismundus","Latin","Augustinians of Gent"
"W990","E991","M1313","Daniel","Dutch","Jesuits of Cassel"
"W990","E991","M1313","Daniel","French","Jesuits of Cassel"
"W991","E992","M1314","Adelphophilus comoedia","Latin","Jesuits of Kortrijk"
"W992","E993","M1315","Boetius","Latin","Augustinians of Antwerpen"
"W993","E994","M1316","Cn. Pompeius","Dutch","Jesuits of Aalst"
"W994","E995","M1318","De hooveerdigheyt gestraft ofte Baltassar","Dutch","Augustinians of Gent"
"W995","E996","M1319","Desiderius","Dutch","Jesuits of Bailleul"
"W996","E997","M1320","Eleazarus","Latin","Jesuits of Kortrijk"
"W997","E998","M1321","Eudocia et Romanus Diogenes imperatores","Latin","Augustinians of Antwerpen"
"W998","E999","M1323","Fremundus","Latin","Jesuits of Kortrijk"
"W999","E1000","M1325","Jdomeneus","Dutch","Jesuits of Bailleul"
"W1000","E1001","M1326","Jephte’ tragedie","French","Jesuits of Bergues"
"W1001","E1002","M1327","Jesulum inter et Mariam ac Josephum quotidianum co","Latin","Jesuits of Ieper"
"W1002","E1003","M1328","Joas, Konink van Juda","Dutch","Jesuits of Brugge"
"W1003","E1004","M1329","Jonathas","French","Jesuits of Dunkerque"
"W1004","E1006","M1331","Jovien","French","Jesuits of Dunkerque"
"W1005","E1007","M1332","Jovinianus","Latin","Jesuits of Brugge"
"W1006","E1008","M1333","Nobilis esse cupit dives ignobilis ante","Latin","Augustinians of Gent"
"W1007","E1009","M1334","Petrus van Luxemborgh een kindt","Dutch","Jesuits of Aalst"
"W1008","E1010","M1335","Quid nimium est fugito","Latin","Augustinians of Gent"
"W1009","E1011","M1336","Superbia punita sive Baltassar","Latin","Augustinians of Gent"
"W1010","E1012","M1337","Triumph vande broederlycke liefde","Dutch","Jesuits of Ieper"
"W1011","E1013","M1338","Ut lapsu graviore ruant tolluntur in altum","Latin","Augustinians of Antwerpen"
"W1012","E1014","M1339","Abram triumphans","Latin","Augustinians of Gent"
"W1013","E1015","M1340","Acolin et Rubaea","Latin","Augustinians of Gent"
"W1014","E1016","M1341","Baana et Rechab","Latin","Jesuits of Gent"
"W1015","E1017","M1342","Benjamin dans les fers","French","Jesuits of Lille"
"W1016","E1018","M1343","Benjamin ducendus in Aegyptum","Latin","Jesuits of Antwerpen"
"W1017","E1019","M1344","Blanda patrum segnes facit indulgentia natos","Latin","Jesuits of Kortrijk"
"W1018","E1020","M1346","De seven broeders Machabeen","Dutch","Jesuits of Ieper"
"W1019","E1021","M1347","Demetrius","Latin","Jesuits of Ieper"
"W1020","E1022","M1348","Dido","Latin","Jesuits of Gent"
"W1021","E1023","M1349","Dolis icta, non victa innocentia Philysandri","Latin","Augustinians of Gent"
"W1022","E1024","M1350","Ecclesiae immunitas sive Thomas Cantuariensis","Latin","Augustinians of Gent"
"W1023","E1025","M1351","Eleazarus","Latin","Jesuits of Brugge"
"W1024","E1026","M1352","Epicureus larvatus","Latin","Jesuits of Kortrijk"
"W1025","E1027","M1353","Eustachius","Latin","Jesuits of Kortrijk"
"W1026","E1028","M1354","Grillus","Latin","Augustinians of Gent"
"W1027","E1029","M1355","Henricus fatalis","Latin","Augustinians of Gent"
"W1028","E1030","M1358","Lyricus e potu comprendit vivere frugi","Latin","Augustinians of Antwerpen"
"W1029","E1031","M1359","Maria Magdalene ad sepulchrum Domini","Latin","Jesuits of Antwerpen"
"W1030","E1032","M1360","Neophytus martyr","Latin","Jesuits of Kortrijk"
"W1031","E1033","M1361","Nicanor","Latin","Jesuits of Kortrijk"
"W1032","E1034","M1364","Semper avarus eget","Latin","Augustinians of Gent"
"W1033","E1035","M1365","Septem Fratres Machabaei","Latin","Jesuits of Ieper"
"W1034","E1036","M1366","Surgit origo mali de turpi saepe sodali","Latin","Augustinians of Gent"
"W1035","E1037","M1367","Thestylis stervende van liefde tot de H. Maget Mar","Dutch","Jesuits of Brugge"
"W1036","E1038","M1369","Veranderinghe der menschelycke fortunen ofte Horib","Dutch","Augustinians of Dendermonde"
"W1037","E1039","M1370","Verlost Bethulien","Dutch","Jesuits of Bailleul"
"W1038","E1040","M1371","Villicus","Latin","Jesuits of Brugge"
"W1039","E1041","M1372","Abraham","French","Jesuits of Bergues"
"W1040","E1042","M1373","Adonibezec","Latin","Jesuits of Kortrijk"
"W1041","E1043","M1374","Catilina","Latin","Jesuits of Ieper"
"W1042","E1044","M1375","Certamen Tragoediam inter et Comoediam","Latin","Jesuits of Ieper"
"W1043","E1045","M1377","Delirus totus tandem sibi redditur astu","Latin","Augustinians of Antwerpen"
"W1044","E1046","M1378","Epicurus amans lunae, deluditur astu","Latin","Augustinians of Antwerpen"
"W1045","E1047","M1379","Eschines","Latin","Augustinians of Gent"
"W1046","E1048","M1380","Excidium Hierosolymitanum","Latin","Jesuits of Gent"
"W1047","E1049","M1381","Guatzettus","Dutch","Jesuits of Bailleul"
"W1048","E1050","M1382","Joannes Calybita","Latin","Jesuits of Ieper"
"W1049","E1051","M1383","Manichæus","Latin","Jesuits of Gent"
"W1050","E1052","M1384","Mato ultimae fecis rusticus","Latin","Augustinians of Gent"
"W1051","E1053","M1385","Mercurius","Latin","Jesuits of Kortrijk"
"W1052","E1054","M1386","Mustapha ende Ziangir","Dutch","Jesuits of Bailleul"
"W1053","E1055","M1387","Naas","Latin","Jesuits of Gent"
"W1054","E1056","M1388","Paternum consilium in Aechino Xenophanis filio dem","Latin","Augustinians of Antwerpen"
"W1055","E1057","M1389","Polycrito sive criticus","Latin","Jesuits of Gent"
"W1056","E1058","M1390","Praesumptio humana divinitus punita sive Nabuchodo","Latin","Augustinians of Antwerpen"
